Cod Prodotto;Des Prodotto;Cod Uso Varieta;Des Uso Varieta;CODI_OCCU;CODI_DEST_USO;CODI_USO;CODI_QUAL;DESC_OCCU;DEST_USO;DESC_USO;DESC_QUAL
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;028;DA VIVAIO - COLTURA IN VASO - ALBERI ORNAMENTALI CADUCIFOGLIE;A09;010;028;079;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;ALBERI ORNAMENTALI CADUCIFOGLIE
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;029;DA VIVAIO - COLTURA IN VASO - ALBERI ORNAMENTALI SEMPREVERDI;A09;010;028;068;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;ALBERI ORNAMENTALI SEMPREVERDI
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;030;DA VIVAIO - COLTURA IN VASO - ALBERI ORNAMENTALI ROSAI;A09;010;028;069;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;ALBERI ORNAMENTALI ROSAI
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;031;DA VIVAIO - COLTURA IN VASO - ARBUSTI;A09;010;028;070;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;ARBUSTI
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;032;DA VIVAIO - COLTURA IN VASO - PALME;A09;010;028;071;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;PALME
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;033;DA VIVAIO - COLTURA IN VASO - RAMPICANTI;A09;010;028;072;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;RAMPICANTI
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;034;DA VIVAIO - COLTURA IN VASO - SIEPI;A09;010;028;073;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;COLTURA IN VASO;SIEPI
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;061;DA VIVAIO - PIENO CAMPO;A09;010;061;000;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;PIENO CAMPO;
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;062;DA VIVAIO - PIENO CAMPO - ALBERI ORNAMENTALI CADUCIFOGLIE;A09;010;061;079;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;PIENO CAMPO;ALBERI ORNAMENTALI CADUCIFOGLIE
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;063;DA VIVAIO - PIENO CAMPO - ALBERI ORNAMENTALI SEMPREVERDI;A09;010;061;068;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;PIENO CAMPO;ALBERI ORNAMENTALI SEMPREVERDI
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;064;DA VIVAIO - PIENO CAMPO - SIEPI;A09;010;061;073;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;PIENO CAMPO;SIEPI
A10;AGLIONE;000;DA ORTO;A10;007;000;000;AGLIONE;DA ORTO;;
A10;ERBAIO MISTO CON PREVALENZA DI LEGUMINOSE;050;ANNUALE - NON PERMANENTE;800;002;050;052;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;MISTO CON PREVALENZA DI LEGUMINOSE
A11;CAVOLO VERZA;000;DA ORTO;A11;007;000;000;CAVOLO VERZA;DA ORTO;;
A11;ERBAIO MISTO CON PREVALENZA DI LEGUMINOSE/USO ENERGETICO;050;ANNUALE - NON PERMANENTE;800;002;050;053;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;MISTO CON PREVALENZA DI LEGUMINOSE/USO ENERGETICO
A12;CAVOLO NERO;000;DA ORTO;A12;007;000;000;CAVOLO NERO;DA ORTO;;
A12;ERBAIO DI LEGUMINOSE/USO ENERGETICO;050;ANNUALE - NON PERMANENTE;800;002;050;054;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;DI LEGUMINOSE/USO ENERGETICO
A13;ANICE STELLATO;000;;A13;000;000;000;ANICE STELLATO;;;
A13;ERBAIO MISTO/USO ENERGETICO;050;ANNUALE - NON PERMANENTE;800;002;050;055;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;MISTO/USO ENERGETICO
A14;FRAGOLA DI BOSCO;000;;A14;000;000;000;FRAGOLA DI BOSCO;;;
A14;ERBAIO DI GRAMINACEE/USO ENERGETICO;050;ANNUALE - NON PERMANENTE;800;002;050;056;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;DI GRAMINACEE/USO ENERGETICO
A16;FAVA (FAVA GROSSA);000;DA ORTO;A16;007;000;000;FAVA (FAVA GROSSA);DA ORTO;;
A17;FAVA (FAVETTA);000;DA ORTO;A17;007;000;000;FAVA (FAVETTA);DA ORTO;;
A18;GUAIAVA o GUAVA o GUAYABA;000;;A18;000;000;000;GUAIAVA o GUAVA o GUAYABA;;;
A19;MANGO;000;;A19;000;000;000;MANGO;;;
A20;MANGOSTANO;000;;A20;000;000;000;MANGOSTANO;;;
A21;ACONITUM LYCOCTONUM;000;;A21;000;000;000;ACONITUM LYCOCTONUM;;;
A22;ACONITO NAPELLO;000;;A22;000;000;000;ACONITO NAPELLO;;;
A23;ACONITUM VULPARIA;000;;A23;000;000;000;ACONITUM VULPARIA;;;
A24;ADONIDE ESTIVA;000;;A24;000;000;000;ADONIDE ESTIVA;;;
A25;ADONIDE GIALLA o ADONIDE PRIMAVERILE;000;;A25;000;000;000;ADONIDE GIALLA o ADONIDE PRIMAVERILE;;;
A26;FIORE DEL VESCOVO o FALSA ERBA DEL VESCOVO;000;;A26;000;000;000;FIORE DEL VESCOVO o FALSA ERBA DEL VESCOVO;;;
A27;VISNAGA;000;;A27;000;000;000;VISNAGA;;;
A28;ATROPA;000;;A28;000;000;000;ATROPA;;;
A29;BELLADONNA;000;;A29;000;000;000;BELLADONNA;;;
A30;BRYONIA o VITE BIANCA o  RAPA  DEL DIAVOLO;000;;A30;000;000;000;BRYONIA o VITE BIANCA o  RAPA  DEL DIAVOLO;;;
A31;BRYONIA CRETICA SUBSPECIE DIOICA;000;;A31;000;000;000;BRYONIA CRETICA SUBSPECIE DIOICA;;;
A32;IPECACUANHA;000;;A32;000;000;000;IPECACUANHA;;;
A33;CICUTA VIROSA o CICUTA MINORE o CICUTA ACQUATICA;000;;A33;000;000;000;CICUTA VIROSA o CICUTA MINORE o CICUTA ACQUATICA;;;
A34;COLCHICO D'AUTUNNO o FALSO ZAFFERANO;000;;A34;000;000;000;COLCHICO D'AUTUNNO o FALSO ZAFFERANO;;;
A35;CICUTA MAGGIORE;000;;A35;000;000;000;CICUTA MAGGIORE;;;
A36;SPERONELLA CONSOLIDA o ERBA CORNETTA;000;;A36;000;000;000;SPERONELLA CONSOLIDA o ERBA CORNETTA;;;
A37;MUGHETTO;000;;A37;000;000;000;MUGHETTO;;;
A38;COLOMBINA CAVA;000;;A38;000;000;000;COLOMBINA CAVA;;;
A39;COLOMBINA SOLIDA;000;;A39;000;000;000;COLOMBINA SOLIDA;;;
A40;GINESTRA DEI CARBONAI;000;;A40;000;000;000;GINESTRA DEI CARBONAI;;;
A41;DAFNE ODOROSA o CNEORO;000;;A41;000;000;000;DAFNE ODOROSA o CNEORO;;;
A42;DAFNE GNIDIO o ERBA CORSA;000;;A42;000;000;000;DAFNE GNIDIO o ERBA CORSA;;;
A43;DAFNE LAURELLA o DAFNE LAUREOLA;000;;A43;000;000;000;DAFNE LAURELLA o DAFNE LAUREOLA;;;
A44;DAFNE MEZEREO o PEPE DI MONTE o FIOR DI STAMBECCO;000;;A44;000;000;000;DAFNE MEZEREO o PEPE DI MONTE o FIOR DI STAMBECCO;;;
A45;STRAMONIO METELLO;000;;A45;000;000;000;STRAMONIO METELLO;;;
A46;TROMBA DEL DIAVOLO o NOCE METELLA;000;;A46;000;000;000;TROMBA DEL DIAVOLO o NOCE METELLA;;;
A47;STRAMONIO CON FOGLIE DA QUERCIA o MELO SPINOSO;000;;A47;000;000;000;STRAMONIO CON FOGLIE DA QUERCIA o MELO SPINOSO;;;
A48;STRAMONIO COMUNE o NOCE SPINOSA;000;;A48;000;000;000;STRAMONIO COMUNE o NOCE SPINOSA;;;
A49;DELPHINIUM ALPINO o ALLODOLA CANDELA o SPERONELLA ELVETICA;000;;A49;000;000;000;DELPHINIUM ALPINO o ALLODOLA CANDELA o SPERONELLA ELVETICA;;;
A50;SPERONELLA STAFISAGRIA;000;;A50;000;000;000;SPERONELLA STAFISAGRIA;;;
A51;DIGITALE FERRUGINEA o DIGITALE BRUNA;000;;A51;000;000;000;DIGITALE FERRUGINEA o DIGITALE BRUNA;;;
A52;DIGITALE LANOSA;000;;A52;000;000;000;DIGITALE LANOSA;;;
A53;DIGITALE GIALLA MINORE o DIGITALE GIALLA PICCOLA;000;;A53;000;000;000;DIGITALE GIALLA MINORE o DIGITALE GIALLA PICCOLA;;;
A54;DIGITALE ROSSA;000;;A54;000;000;000;DIGITALE ROSSA;;;
A55;SCILLA MARINA o CIPOLLA  MARINA;000;;A55;000;000;000;SCILLA MARINA o CIPOLLA  MARINA;;;
A56;COCOMERO ASININO;000;;A56;000;000;000;COCOMERO ASININO;;;
A57;BERRETTO DEL PRETE o FUSARIA COMUNE o FUSAGGINE COMUNE;000;;A57;000;000;000;BERRETTO DEL PRETE o FUSARIA COMUNE o FUSAGGINE COMUNE;;;
A58;FUSARIA VERRUCCOSA o FUSAGGINE VERRUCCOSA o EVONIMO VERRUCOSO;000;;A58;000;000;000;FUSARIA VERRUCCOSA o FUSAGGINE VERRUCCOSA o EVONIMO VERRUCOSO;;;
A59;HAGENIA ABYSSINICA;000;;A59;000;000;000;HAGENIA ABYSSINICA;;;
A60;ELLEBORO PUZZOLENTE o ELLEBORO FETIDO;000;;A60;000;000;000;ELLEBORO PUZZOLENTE o ELLEBORO FETIDO;;;
A61;ELLEBORO NERO o ROSA DI NATALE;000;;A61;000;000;000;ELLEBORO NERO o ROSA DI NATALE;;;
A62;ELLEBORO VERDE;000;;A62;000;000;000;ELLEBORO VERDE;;;
A63;IDRASTE;000;;A63;000;000;000;IDRASTE;;;
A64;GIUSQUIAMO BIANCO;000;;A64;000;000;000;GIUSQUIAMO BIANCO;;;
A65;GIUSQUIAMO GIALLO;000;;A65;000;000;000;GIUSQUIAMO GIALLO;;;
A66;GIUSQUIAMO NERO;000;;A66;000;000;000;GIUSQUIAMO NERO;;;
A68;GINEPRO SABINA o ERBA SABINA o CIPRESSO DEI MAGHI;000;;A68;000;000;000;GINEPRO SABINA o ERBA SABINA o CIPRESSO DEI MAGHI;;;
A69;OLEANDRO;000;;A69;000;000;000;OLEANDRO;;;
A70;FAVA o FAGIOLO DI CALABAR;000;;A70;000;000;000;FAVA o FAGIOLO DI CALABAR;;;
A71;MANDRAGORA AMERICANA o MANDRAGORA SELVATICA o MAYAPPLE;000;;A71;000;000;000;MANDRAGORA AMERICANA o MANDRAGORA SELVATICA o MAYAPPLE;;;
A72;RANUNCOLO TOSSICO o RANUNCOLO DI PALUDE o SARDONIA;000;;A72;000;000;000;RANUNCOLO TOSSICO o RANUNCOLO DI PALUDE o SARDONIA;;;
A73;GINESTRA ODOROSA;000;;A73;000;000;000;GINESTRA ODOROSA;;;
A74;STROFANTO;000;;A74;000;000;000;STROFANTO;;;
A75;STROFANTO ISPIDO;000;;A75;000;000;000;STROFANTO ISPIDO;;;
A76;STROFANTO VELENO DELLA FRECCIA DI KOMBE;000;;A76;000;000;000;STROFANTO VELENO DELLA FRECCIA DI KOMBE;;;
A77;IGNATIA AMARA;000;;A77;000;000;000;IGNATIA AMARA;;;
A78;NOCE VOMICA o ALBERO DELLA STRICNINA;000;;A78;000;000;000;NOCE VOMICA o ALBERO DELLA STRICNINA;;;
A79;VERATRO BIANCO;000;;A79;000;000;000;VERATRO BIANCO;;;
A80;GIGLIO DEL MAIS DELLA CALIFORNIA;000;;A80;000;000;000;GIGLIO DEL MAIS DELLA CALIFORNIA;;;
A81;FALSO ELLEBORO NERO;000;;A81;000;000;000;FALSO ELLEBORO NERO;;;
A82;FALSO ELLEBORO VERDE o FALSO ELLEBORO GIGANTE;000;;A82;000;000;000;FALSO ELLEBORO VERDE o FALSO ELLEBORO GIGANTE;;;
A83;PERVINCA GRANDE o PERVINCA MAGGIORE;000;;A83;000;000;000;PERVINCA GRANDE o PERVINCA MAGGIORE;;;
A84;PERVINCA MINORE;000;;A84;000;000;000;PERVINCA MINORE;;;
A85;EFEDRA DISTACHIA;000;;A85;000;000;000;EFEDRA DISTACHIA;;;
A86;EFEDRA EQUISETINA;000;;A86;000;000;000;EFEDRA EQUISETINA;;;
A87;EFEDRA FRAGILE;000;;A87;000;000;000;EFEDRA FRAGILE;;;
A88;EFEDRA INTERMEDIA;000;;A88;000;000;000;EFEDRA INTERMEDIA;;;
A89;EFEDRA NEBRODENSE;000;;A89;000;000;000;EFEDRA NEBRODENSE;;;
A90;EFEDRA SINICA;000;;A90;000;000;000;EFEDRA SINICA;;;
A91;AMANITA MUSCARIA;000;;A91;000;000;000;AMANITA MUSCARIA;;;
A92;ERGOT;000;;A92;000;000;000;ERGOT;;;
A93;CILIEGIO CANINO;000;;A93;000;000;000;CILIEGIO CANINO;;;
A93;CILIEGIO CANINO;059;IN FASE DI PIANTUMAZIONE;A93;000;059;000;CILIEGIO CANINO;;IN FASE DI PIANTUMAZIONE;
A94;TULIPANO;000;;A94;000;000;000;TULIPANO;;;
A94;TULIPANO;010;DA VIVAIO;A94;010;000;000;TULIPANO;DA VIVAIO;;
A94;TULIPANO;023;DA VIVAIO - FIORE RECISO;A94;010;023;000;TULIPANO;DA VIVAIO;FIORE RECISO;
A95;CEDRO;002;DA LEGNO;A95;004;000;000;CEDRO;DA LEGNO;;
A95;CEDRO;092;DA LEGNO-MICORRIZATO;A95;004;000;049;CEDRO;DA LEGNO;;MICORRIZATO
A96;AGAVE;000;;A96;000;000;000;AGAVE;;;
A96;AGAVE;010;DA VIVAIO;A96;010;030;000;AGAVE;DA VIVAIO;COLTURA IN VASO - PIANTE VERDI;
A96;AGAVE;011;DA VIVAIO;A96;010;000;000;AGAVE;DA VIVAIO;;
A97;CURCUMA O ZAFFERANO DEI POVERI O ZAFFERANO DELLE INDIE;000;;A97;000;000;000;CURCUMA o ZAFFERANO DEI POVERI o ZAFFERANO DELLE INDIE;;;
B15;SPINACIO- DA INDUSTRIA;000;;939;003;000;000;SPINACIO;DA INDUSTRIA;;
M01;FAGIOLO;077;FAVE, SEMI, GRANELLA - VARIETA' NANE;122;011;000;077;FAGIOLO;FAVE, SEMI, GRANELLA;;VARIETA' NANE
M01;FAGIOLO;078;FAVE, SEMI, GRANELLA - VARIETA' RAMPICANTI;122;011;000;078;FAGIOLO;FAVE, SEMI, GRANELLA;;VARIETA' RAMPICANTI
N01;USO NON AGRICOLO - FABBRICATI;000;IMPIANTO FOTOVOLTAICO SU FABBRICATO;157;118;000;000;USO NON AGRICOLO - FABBRICATI;IMPIANTO FOTOVOLTAICO SU FABBRICATO;;
N02;FACELIA;000;DA SEME;332;008;000;000;FACELIA;DA SEME;;
N03;PASSIFLORA (MARACUJA o FRUTTO DELLA PASSIONE);000;DA  VIVAIO;394;010;000;000;PASSIFLORA (MARACUJA o FRUTTO DELLA PASSIONE);DA  VIVAIO;;
N04;BAMBU;000;DA GERMOGLI;422;116;000;000;BAMBU;DA GERMOGLI;;
N05;BAMBU GIGANTE;000;DA GERMOGLI;424;116;000;000;BAMBU GIGANTE;DA GERMOGLI;;
N06;CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA);000;DA INDUSTRIA;468;003;000;000;CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA);DA INDUSTRIA;;
N07;ALBICOCCO;000;DA INDUSTRIA;671;003;000;000;ALBICOCCO;DA INDUSTRIA;;
N08;CILIEGIO;000;DA INDUSTRIA;672;003;000;000;CILIEGIO;DA INDUSTRIA;;
N09;SUSINO;000;DA INDUSTRIA;673;003;000;000;SUSINO;DA INDUSTRIA;;
N10;USO NON AGRICOLO - TARE;000;IMPIANTO FOTOVOLTAICO A TERRA;780;117;000;000;USO NON AGRICOLO - TARE;IMPIANTO FOTOVOLTAICO A TERRA;;
N11;PESCO NETTARINA;000;DA INDUSTRIA;804;003;000;000;PESCO NETTARINA;DA INDUSTRIA;;
N12;CARCIOFO;000;DA INDUSTRIA;909;003;000;000;CARCIOFO;DA INDUSTRIA;;
N13;CARCIOFO;000;DA ORTO;909;007;000;000;CARCIOFO;DA ORTO;;
N14;MELISSA;000;FAVE, SEMI, GRANELLA;961;011;000;000;MELISSA;FAVE, SEMI, GRANELLA;;
N15;CILIEGIO CANINO;000;DA INDUSTRIA;A93;003;000;000;CILIEGIO CANINO;DA INDUSTRIA;;
W15;FAVINO;000;FAVE, SEMI, GRANELLA;A15;011;000;000;FAVINO;FAVE, SEMI, GRANELLA;;
W16;FAVA (FAVA GROSSA);000;FAVE, SEMI, GRANELLA;A16;011;000;000;FAVA (FAVA GROSSA);FAVE, SEMI, GRANELLA;;
W17;FAVA (FAVETTA);000;FAVE, SEMI, GRANELLA;A17;011;000;000;FAVA (FAVETTA);FAVE, SEMI, GRANELLA;;
X10;AGLIONE;000;DA SEME;A10;008;000;000;AGLIONE;DA SEME;;
X13;ANICE STELLATO;000;DA SEME;A13;008;000;000;ANICE STELLATO;DA SEME;;
X15;FAVINO;000;DA SEME;A15;008;000;000;FAVINO;DA SEME;;
X16;FAVA (FAVA GROSSA);000;DA SEME;A16;008;000;000;FAVA (FAVA GROSSA);DA SEME;;
X17;FAVA (FAVETTA);000;DA SEME;A17;008;000;000;FAVA (FAVETTA);DA SEME;;
Y15;FAVINO;053;DA FORAGGIO - ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE - DI LEGUMINOSE;A15;002;053;043;FAVINO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
Y16;FAVA (FAVA GROSSA);053;DA FORAGGIO - ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE - DI LEGUMINOSE;A16;002;053;043;FAVA (FAVA GROSSA);DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
Y17;FAVA (FAVETTA);053;DA FORAGGIO - ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE - DI LEGUMINOSE;A17;002;053;043;FAVA (FAVETTA);DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
